"price","bed","bath","acre_lot","city","state","zip_code","house_size"
105000,"3","2",0.12,"Adjuntas","Puerto Rico",601,920
80000,"4","2",0.08,"Adjuntas","Puerto Rico",601,1527
67000,"2","1",0.15,"Juana Diaz","Puerto Rico",795,748
145000,"4","2",0.1,"Ponce","Puerto Rico",731,1800
179000,"4","3",0.46,"San Sebastian","Puerto Rico",612,2520
50000,"3","1",0.2,"Ciales","Puerto Rico",639,2040
71600,"3","2",0.08,"Ponce","Puerto Rico",731,1050
100000,"2","1",0.09,"Ponce","Puerto Rico",730,1092
150000,"3","2",0.08,"Juana Diaz","Puerto Rico",795,1045
155000,"3","2",0.1,"Lares","Puerto Rico",669,4161
79000,"5","2",0.12,"Utuado","Puerto Rico",641,1620
120000,"3","2",0.08,"Yauco","Puerto Rico",698,1100
235000,"4","4",0.22,"Mayaguez","Puerto Rico",680,3450
105000,"3","2",0.08,"Ponce","Puerto Rico",728,1500
140000,"6","3",0.25,"Anasco","Puerto Rico",610,1230
50000,"2","1",0.23,"Yauco","Puerto Rico",698,621
165000,"6","3",0.1,"Moca","Puerto Rico",676,3000
189000,"3","1",2,"Coamo","Puerto Rico",769,1213
122500,"3","2",0.05,"Yauco","Puerto Rico",698,1118
255000,"3","2",0.28,"San Sebastian","Puerto Rico",685,1500
425000,"4","3",0.3,"Ponce","Puerto Rico",730,3000
93000,"4","2",0.11,"Guayanilla","Puerto Rico",656,1300
75000,"4","2",0.04,"Manati","Puerto Rico",676,1080
469000,"3","2",0.69,"Isabela","Puerto Rico",662,2505
189000,"6","3",1.75,"Villalba","Puerto Rico",766,1943
225000,"5","4",0.12,"Ponce","Puerto Rico",717,1600
220000,"1","1",0.1,"Ponce","Puerto Rico",730,850
70500,"3","1",0.23,"Yauco","Puerto Rico",698,936
305000,"3","2",1.13,"Moca","Puerto Rico",676,1928
195000,"3","4",1.94,"Utuado","Puerto Rico",641,2500
120000,"4","2",0.24,"Las Marias","Puerto Rico",670,1800
555000,"5","3",0.16,"Ponce","Puerto Rico",730,3100
95000,"3","2",0.1,"Aguada","Puerto Rico",602,600
74000,"3","1",0.09,"Aguada","Puerto Rico",602,900
139500,"4","2",0.15,"Aguada","Puerto Rico",602,3000
149900,"1","1",0.26,"Aguada","Puerto Rico",602,2100
180000,"2","2",0.24,"Aguada","Puerto Rico",602,1138
249000,"3","2",0.13,"Aguada","Puerto Rico",602,1380
252000,"6","4",0.23,"Aguada","Puerto Rico",602,2500
90000,"2","1",0.07,"Aguada","Puerto Rico",602,813
500000,"5","3",1.78,"Aguada","Puerto Rico",602,2962
339000,"4","2",0.1,"Aguada","Puerto Rico",602,1955
265000,"3","2",0.08,"Aguada","Puerto Rico",602,1200
389000,"3","4",2,"Aguada","Puerto Rico",602,1880
215000,"3","2",0.22,"Aguadilla","Puerto Rico",603,2070
63000,"3","2",0.05,"Aguadilla","Puerto Rico",603,1184
215000,"3","2",0.22,"Aguadilla","Puerto Rico",603,1900
115000,"3","1",0.2,"Aguadilla","Puerto Rico",603,980
99000,"4","2",0.89,"Aguadilla","Puerto Rico",603,1408
140000,"3","2",0.11,"Aguadilla","Puerto Rico",603,1116
499000,"4","3",0.26,"Aguadilla","Puerto Rico",603,3734
180000,"3","2",0.17,"Aguadilla","Puerto Rico",603,1500
225900,"6","3",0.49,"Aguadilla","Puerto Rico",603,2618
260000,"4","2",0.12,"Aguadilla","Puerto Rico",603,1760
500000,"4","3",0.33,"Aguadilla","Puerto Rico",603,2950
225000,"3","2",0.21,"Aguada","Puerto Rico",603,1565
425000,"4","2",0.95,"Aguadilla","Puerto Rico",603,3468
290000,"3","2",0.15,"Aguadilla","Puerto Rico",603,2280
550000,"3","4",0.2,"Aguadilla","Puerto Rico",603,4020
234900,"6","2",0.18,"Aguadilla","Puerto Rico",603,2035
620000,"5","3",0.52,"Aguadilla","Puerto Rico",603,3267
80000,"3","1",0.35,"Maricao","Puerto Rico",606,915
95000,"2","2",0.15,"Guanica","Puerto Rico",653,1393
330000,"3","2",1.75,"Cabo Rojo","Puerto Rico",623,1620
115000,"3","2",0.09,"Mayaguez","Puerto Rico",680,1760
215000,"7","4",0.11,"Mayaguez","Puerto Rico",680,2200
140000,"3","2",0.14,"Mayaguez","Puerto Rico",680,1200
250000,"4","2",0.08,"Cabo Rojo","Puerto Rico",623,3052
70000,"3","1",0.08,"San German","Puerto Rico",683,894
150000,"3","1",0.07,"San German","Puerto Rico",683,363
90000,"3","1",0.19,"Mayaguez","Puerto Rico",682,778
395000,"3","2",0.25,"Cabo Rojo","Puerto Rico",623,2800
149900,"3","2",0.15,"Anasco","Puerto Rico",610,1687
106000,"2","1",0.13,"Anasco","Puerto Rico",610,826
165000,"5","3",0.11,"Anasco","Puerto Rico",610,2327
485000,"4","3",0.21,"Isabela","Puerto Rico",662,3066
950000,"4","2",0.49,"Rincon","Puerto Rico",677,2450
200000,"4","3",0.24,"Arecibo","Puerto Rico",612,3413
148000,"5","2",0.49,"Arecibo","Puerto Rico",612,2058
39500,"1","1",0.14,"Arecibo","Puerto Rico",612,800
220000,"6","3",0.45,"Arecibo","Puerto Rico",612,2900
75000,"3","2",0.27,"Arecibo","Puerto Rico",612,1100
110000,"4","2",0.13,"Arecibo","Puerto Rico",612,1000
150000,"7","4",0.49,"Arecibo","Puerto Rico",612,800
79000,"6","3",0.09,"Arecibo","Puerto Rico",612,2472
65000,"3","1",0.09,"Arecibo","Puerto Rico",612,1044
179000,"5","3",0.08,"Arecibo","Puerto Rico",612,2200
145000,"3","2",0.86,"Arecibo","Puerto Rico",612,3500
79000,"3","1",0.13,"Arecibo","Puerto Rico",612,1262
94600,"3","1",0.08,"Arecibo","Puerto Rico",612,1009
239000,"7","3",0.31,"Arecibo","Puerto Rico",612,2715
279000,"3","3",0.19,"Arecibo","Puerto Rico",612,2872
168000,"4","3",0.25,"Arecibo","Puerto Rico",612,1600
150000,"3","2",0.29,"Arecibo","Puerto Rico",612,1604
70000,"2","1",0.1,"Arecibo","Puerto Rico",612,680
80000,"3","1",0.06,"Arecibo","Puerto Rico",612,750
135000,"5","2",0.13,"Arecibo","Puerto Rico",612,1500
215000,"3","3",0.24,"Arecibo","Puerto Rico",612,2183
138000,"3","2",0.25,"Arecibo","Puerto Rico",612,1000
289000,"5","4",0.2,"Arecibo","Puerto Rico",612,2832
132000,"3","2",0.25,"Arecibo","Puerto Rico",612,1000
197000,"4","4",0.14,"Arecibo","Puerto Rico",612,1500
185000,"5","3",0.07,"Manati","Puerto Rico",674,1700
200000,"6","4",0.37,"Hatillo","Puerto Rico",659,3400
210000,"3","2",0.25,"Morovis","Puerto Rico",687,2500
105000,"3","1",0.08,"Manati","Puerto Rico",674,921
113600,"3","1",0.07,"Manati","Puerto Rico",674,800
174900,"3","2",0.08,"Barceloneta","Puerto Rico",617,1195
134000,"3","2",0.07,"Vega Baja","Puerto Rico",693,895
245000,"4","2",0.25,"Vega Baja","Puerto Rico",693,2038
161000,"4","2",0.09,"Caguas","Puerto Rico",727,1100
290000,"4","2",0.22,"Manati","Puerto Rico",674,2236
375000,"4","3",0.21,"Barceloneta","Puerto Rico",617,2961
425000,"3","2",0.21,"Camuy","Puerto Rico",627,2400
1100000,"5","3",0.56,"Quebradillas","Puerto Rico",678,3000
418000,"5","3",0.22,"Hatillo","Puerto Rico",659,3650
365000,"5","3",1.46,"Morovis","Puerto Rico",687,2366
95000,"5","2",0.16,"Quebradillas","Puerto Rico",95000,1757
49900,"3","2",0.27,"Barceloneta","Puerto Rico",617,1150
90000,"2","2",0.09,"Barceloneta","Puerto Rico",617,955
111000,"3","2",0.08,"Barceloneta","Puerto Rico",617,1015
114400,"3","2",0.09,"Barceloneta","Puerto Rico",617,1105
113500,"3","2",0.14,"Barceloneta","Puerto Rico",617,955
59200,"2","1",0.08,"Dorado","Puerto Rico",646,700
63800,"3","1",0.07,"Toa Baja","Puerto Rico",949,950
45000,"3","2",0.09,"Toa Alta","Puerto Rico",953,1000
55000,"2","2",0.11,"Dorado","Puerto Rico",646,800
100000,"5","3",0.61,"Vega Alta","Puerto Rico",692,1400
80000,"4","2",0.19,"Corozal","Puerto Rico",783,1500
55000,"2","2",1.22,"Naranjito","Puerto Rico",719,1500
157500,"4","2",0.08,"Toa Alta","Puerto Rico",953,1650
270000,"3","3",0.3,"Toa Alta","Puerto Rico",953,2400
172000,"6","4",0.2,"Naranjito","Puerto Rico",719,1880
65000,"6","4",0.1,"Toa Alta","Puerto Rico",953,2600
1325000,"4","3",0.19,"Dorado","Puerto Rico",646,2500
465000,"3","2",0.27,"Dorado","Puerto Rico",646,2200
575000,"3","3",0.52,"Dorado","Puerto Rico",646,1500
1100000,"4","3",0.14,"Dorado","Puerto Rico",646,3500
550000,"3","2",0.1,"Dorado","Puerto Rico",646,1800
895000,"4","3",0.12,"Dorado","Puerto Rico",646,2490
635000,"3","2",0.07,"Vega Alta","Puerto Rico",692,2100
134000,"3","1",0.08,"Cabo Rojo","Puerto Rico",622,900
365000,"4","2",0.25,"Cabo Rojo","Puerto Rico",622,2800
260000,"3","2",0.2,"Cabo Rojo","Puerto Rico",622,2214
460000,"4","2",0.22,"Cabo Rojo","Puerto Rico",622,3328
63000,"4","2",0.48,"Hormigueros","Puerto Rico",660,1233
75000,"3","2",0.12,"Mayaguez","Puerto Rico",680,1200
101800,"3","2",0.07,"Cabo Rojo","Puerto Rico",623,1000
25000,"1","1",0.12,"Cabo Rojo","Puerto Rico",623,491
205000,"3","3",0.27,"Guanica","Puerto Rico",653,976
135000,"4","2",0.12,"Hormigueros","Puerto Rico",660,1163
104000,"3","2",0.08,"Mayaguez","Puerto Rico",682,1175
275000,"3","2",0.97,"Lajas","Puerto Rico",667,1200
100000,"3","2",0.12,"Cabo Rojo","Puerto Rico",623,1044
75000,"3","1",0.03,"Cabo Rojo","Puerto Rico",623,980
122000,"4","2",0.19,"Cabo Rojo","Puerto Rico",623,1400
150000,"3","1",0.16,"Cabo Rojo","Puerto Rico",623,936
325000,"3","4",0.23,"Cabo Rojo","Puerto Rico",623,3089
130000,"3","4",0.09,"Cabo Rojo","Puerto Rico",623,2064
139900,"2","2",0.46,"Cabo Rojo","Puerto Rico",623,1242
375000,"5","4",0.22,"Cabo Rojo","Puerto Rico",623,2700
385000,"3","3",0.26,"Cabo Rojo","Puerto Rico",623,2069
70000,"3","1",0.04,"Penuelas","Puerto Rico",624,913
799000,"5","3",0.49,"Penuelas","Puerto Rico",624,2500
74500,"3","1",0.08,"Penuelas","Puerto Rico",624,917
70000,"3","2",0.09,"San Sebastian","Puerto Rico",685,1120
85000,"3","2",0.08,"Ponce","Puerto Rico",728,1500
69900,"3","3",0.23,"Utuado","Puerto Rico",641,1326
330000,"3","2",0.97,"Hatillo","Puerto Rico",659,2111
69500,"3","1",0.04,"Camuy","Puerto Rico",627,1460
135000,"4","3",0.24,"Camuy","Puerto Rico",627,1500
74000,"3","1",0.38,"Camuy","Puerto Rico",627,900
109000,"3","1",1.94,"Camuy","Puerto Rico",627,1400
168100,"3","3",0.13,"Camuy","Puerto Rico",627,1300
110000,"3","1",0.1,"Camuy","Puerto Rico",627,800
130000,"3","2",0.1,"Sabana Grande","Puerto Rico",637,1290
54900,"5","2",1.21,"Sabana Grande","Puerto Rico",637,1898
250000,"2","1",0.2,"Sabana Grande","Puerto Rico",637,1275
89000,"3","2",1.17,"Ciales","Puerto Rico",638,1000
275000,"3","2",1.48,"Ciales","Puerto Rico",638,1820
65000,"3","2",0.1,"Ciales","Puerto Rico",638,1100
225000,"4","3",2.23,"Ciales","Puerto Rico",638,3344
98000,"3","1",1.16,"Ciales","Puerto Rico",638,1100
55000,"3","2",0.09,"Ciales","Puerto Rico",638,1092
65000,"3","2",0.09,"Ciales","Puerto Rico",638,1100
106700,"3","2",0.97,"Utuado","Puerto Rico",641,1205
70000,"2","1",0.22,"Utuado","Puerto Rico",641,845
75000,"5","3",0.1,"Utuado","Puerto Rico",641,950
219900,"4","2",2.06,"Utuado","Puerto Rico",641,1100
95000,"3","2",0.86,"Utuado","Puerto Rico",641,1700
75000,"3","1",0.28,"Utuado","Puerto Rico",641,781
120000,"3","1",0.26,"Utuado","Puerto Rico",641,781
750000,"3","3",0.24,"Dorado","Puerto Rico",646,2377
550000,"3","3",0.16,"Dorado","Puerto Rico",646,2000
950000,"4","3",0.14,"Dorado","Puerto Rico",646,2850
1150000,"5","3",0.14,"Dorado","Puerto Rico",646,3500
995000,"4","3",0.25,"Dorado","Puerto Rico",646,2900
1275000,"4","4",0.25,"Dorado","Puerto Rico",646,2900
1135000,"4","3",0.15,"Dorado","Puerto Rico",646,2850
850000,"4","2",0.21,"Dorado","Puerto Rico",646,999
300000,"4","4",0.07,"Dorado","Puerto Rico",646,3090
97900,"4","2",0.51,"Hatillo","Puerto Rico",659,1641
144900,"4","4",0.2,"Hatillo","Puerto Rico",685,1760
99000,"3","1",0.15,"Juana Diaz","Puerto Rico",795,800
95000,"3","1",0.1,"Ponce","Puerto Rico",728,1100
245000,"4","3",0.22,"Camuy","Puerto Rico",678,900
225000,"3","3",0.72,"Ponce","Puerto Rico",731,2460
119000,"3","2",0.08,"Juana Diaz","Puerto Rico",795,1084
97000,"4","2",0.35,"Juana Diaz","Puerto Rico",795,1918
67600,"4","1",0.8,"Ponce","Puerto Rico",731,921
102900,"3","1",0.09,"Juana Diaz","Puerto Rico",795,870
121000,"3","2",0.22,"San Sebastian","Puerto Rico",685,1134
81000,"4","2",0.15,"Lares","Puerto Rico",669,1597
84900,"3","2",0.08,"Ponce","Puerto Rico",731,1250
99000,"5","2",0.25,"Ponce","Puerto Rico",728,2283
120000,"3","2",0.09,"Jayuya","Puerto Rico",664,1100
106000,"3","2",0.04,"Ponce","Puerto Rico",731,1547
225000,"4","2",0.2,"Coamo","Puerto Rico",769,1700
74000,"3","2",0.04,"Ponce","Puerto Rico",731,980
85000,"3","1",0.12,"Hatillo","Puerto Rico",659,930
54000,"3","1",0.68,"Ponce","Puerto Rico",730,905
65000,"3","1",0.04,"Ponce","Puerto Rico",716,1025
126600,"2","2",0.25,"Ponce","Puerto Rico",730,1004
99000,"3","1",0.11,"Lares","Puerto Rico",669,870
67000,"3","2",0.11,"Yauco","Puerto Rico",698,1000
121500,"4","1",0.11,"Ponce","Puerto Rico",731,1562
115000,"3","2",0.25,"San Sebastian","Puerto Rico",685,875
299000,"4","2",0.09,"Trujillo Alto","Puerto Rico",976,1700
195000,"3","2",0.28,"Aguadilla","Puerto Rico",603,2000
200000,"3","2",0.22,"Aguadilla","Puerto Rico",603,1895
95000,"6","2",0.11,"Hormigueros","Puerto Rico",660,2914
295000,"3","2",0.12,"Rincon","Puerto Rico",677,2000
128000,"3","2",0.1,"Hormigueros","Puerto Rico",660,1100
195000,"3","2",0.19,"Isabela","Puerto Rico",662,1800
147600,"3","3",0.22,"Arecibo","Puerto Rico",612,2673
109000,"4","2",0.22,"Arecibo","Puerto Rico",612,2760
73000,"3","1",0.08,"Arecibo","Puerto Rico",612,785
78000,"3","1",0.25,"Arecibo","Puerto Rico",612,1403
69000,"3","2",0.08,"Arecibo","Puerto Rico",612,1050
195000,"4","2",0.2,"Isabela","Puerto Rico",662,1933
125000,"3","2",0.08,"Manati","Puerto Rico",674,1086
77000,"4","2",0.11,"Vega Baja","Puerto Rico",693,1688
299900,"4","2",0.11,"Hatillo","Puerto Rico",659,2327
75200,"3","1",0.09,"Vega Baja","Puerto Rico",693,1000
110000,"7","3",0.09,"Dorado","Puerto Rico",949,1192
63000,"2","1",0.15,"Vega Baja","Puerto Rico",693,1000
88000,"3","1",0.15,"Corozal","Puerto Rico",783,934
102000,"3","1",0.07,"Vega Alta","Puerto Rico",962,1025
30000,"3","2",0.08,"Guanica","Puerto Rico",653,1066
77000,"6","3",0.13,"Mayaguez","Puerto Rico",680,2110
154000,"3","2",0.1,"Cabo Rojo","Puerto Rico",623,1708
60150,"3","1",0.04,"Mayaguez","Puerto Rico",680,975
219000,"7","3",0.1,"Mayaguez","Puerto Rico",680,1000
159900,"3","2",0.16,"Cabo Rojo","Puerto Rico",623,1100
107000,"3","2",0.15,"Cabo Rojo","Puerto Rico",623,1045
189900,"4","3",0.25,"Cabo Rojo","Puerto Rico",623,1622
170000,"4","2",0.12,"Yauco","Puerto Rico",698,1800
319000,"3","3",0.26,"Hatillo","Puerto Rico",659,3227
69900,"5","3",0.16,"Isabela","Puerto Rico",662,1886
55000,"3","1",0.07,"Juana Diaz","Puerto Rico",795,750
132000,"3","1",0.74,"Lares","Puerto Rico",669,2500
77000,"6","3",1.4,"Juncos","Puerto Rico",777,2392
95000,"3","1",0.27,"Lares","Puerto Rico",669,1070
59000,"2","2",0.05,"Lares","Puerto Rico",669,1173
100000,"4","3",0.18,"San Sebastian","Puerto Rico",685,2000
95000,"3","3",0.29,"Guayanilla","Puerto Rico",656,1591
114000,"3","2",0.05,"Ponce","Puerto Rico",731,900
63000,"4","1",0.09,"Yauco","Puerto Rico",698,1087
425000,"4","3",0.4,"Mayaguez","Puerto Rico",682,2711
95600,"3","1",0.05,"Dorado","Puerto Rico",646,816
120000,"5","2",0.05,"Dorado","Puerto Rico",646,1600
1600000,"3","3",0.21,"Dorado","Puerto Rico",646,2462
819000,"4","2",0.12,"Dorado","Puerto Rico",646,2381
989000,"4","4",0.13,"Dorado","Puerto Rico",646,2800
83600,"2","1",0.19,"Dorado","Puerto Rico",646,834
825000,"4","4",0.32,"Dorado","Puerto Rico",646,2800
1500000,"4","4",0.24,"Dorado","Puerto Rico",646,3015
1300000,"4","3",0.02,"Dorado","Puerto Rico",646,2900
189500,"3","2",0.09,"Dorado","Puerto Rico",646,1380
245000,"4","2",0.11,"Dorado","Puerto Rico",646,1820
141000,"3","2",0.23,"Dorado","Puerto Rico",646,1298
97000,"3","2",0.06,"Dorado","Puerto Rico",646,1200
199000,"3","3",0.25,"Mayaguez","Puerto Rico",682,2100
389000,"3","2",0.43,"Rincon","Puerto Rico",677,1500
59000,"4","2",0.04,"Mayaguez","Puerto Rico",680,960
44000,"2","3",0.03,"Guanica","Puerto Rico",653,1823
170000,"2","1",0.97,"Mayaguez","Puerto Rico",680,1475
255200,"3","2",0.29,"Mayaguez","Puerto Rico",682,2031
109955,"4","2",0.05,"Mayaguez","Puerto Rico",680,563
35000,"3","1",0.22,"Mayaguez","Puerto Rico",680,746
174900,"7","4",0.11,"Quebradillas","Puerto Rico",678,2500
50300,"3","1",0.23,"Mayaguez","Puerto Rico",680,962
55000,"5","2",0.32,"Mayaguez","Puerto Rico",680,1500
42000,"2","1",0.05,"Ponce","Puerto Rico",716,714
50500,"2","1",0.12,"Guanica","Puerto Rico",653,612
40000,"2","1",0.12,"Hormigueros","Puerto Rico",660,811
90000,"2","1",0.11,"Hatillo","Puerto Rico",659,784
150000,"4","2",0.09,"Mayaguez","Puerto Rico",682,1050
140000,"3","1",0.52,"San Sebastian","Puerto Rico",685,1200
105000,"3","1",0.27,"Quebradillas","Puerto Rico",678,950
75000,"3","1",0.06,"Guanica","Puerto Rico",653,1503
74300,"2","2",0.17,"Mayaguez","Puerto Rico",680,850
725000,"3","2",2.2,"Rincon","Puerto Rico",677,2000
81000,"7","4",0.08,"Las Marias","Puerto Rico",670,3174
63000,"4","2",0.48,"Hormigueros","Puerto Rico",660,1233
130000,"6","2",0.1,"Moca","Puerto Rico",676,2002
80000,"3","2",0.1,"Lajas","Puerto Rico",667,900
500000,"3","3",1.94,"San German","Puerto Rico",683,2410
339800,"5","3",0.18,"Mayaguez","Puerto Rico",680,4200
900000,"5","3",0.23,"Guanica","Puerto Rico",653,4046
63000,"2","1",0.37,"Ponce","Puerto Rico",731,803
99000,"3","2",0.54,"Ponce","Puerto Rico",730,1106
84000,"3","1",0.83,"Ponce","Puerto Rico",731,599
34000,"3","1",0.22,"Yauco","Puerto Rico",698,1500
110000,"3","1",0.05,"Ponce","Puerto Rico",730,900
98000,"3","1",0.35,"Lares","Puerto Rico",669,1427
85000,"3","1",0.32,"Mayaguez","Puerto Rico",682,1300
290000,"4","3",0.59,"Mayaguez","Puerto Rico",680,2374
375000,"3","3",0.23,"Moca","Puerto Rico",676,2400
380000,"3","3",0.31,"Ponce","Puerto Rico",731,3806
350000,"3","3",0.24,"Isabela","Puerto Rico",662,2482
167000,"3","2",0.25,"San German","Puerto Rico",683,1300
131000,"4","2",0.08,"Ponce","Puerto Rico",731,1460
74900,"3","1",0.12,"Mayaguez","Puerto Rico",680,1000
260000,"3","2",0.42,"San Sebastian","Puerto Rico",685,2100
264900,"4","3",0.12,"Mayaguez","Puerto Rico",680,2300
365000,"3","2",0.21,"Hatillo","Puerto Rico",659,3515
850000,"4","3",0.15,"Lajas","Puerto Rico",667,1857
335000,"4","2",0.06,"Ponce","Puerto Rico",728,2268
225000,"4","2",0.09,"Ponce","Puerto Rico",728,2710
99000,"6","3",0.07,"Mayaguez","Puerto Rico",682,1858
130000,"4","2",0.23,"Hatillo","Puerto Rico",659,1384
380000,"3","3",0.52,"Mayaguez","Puerto Rico",682,2000
425000,"2","1",0.07,"Rincon","Puerto Rico",677,1000
350000,"3","1",0.36,"Rincon","Puerto Rico",677,1214
310000,"5","3",0.39,"Ponce","Puerto Rico",716,3100
125000,"3","1",0.17,"Juana Diaz","Puerto Rico",715,1080
85000,"6","4",0.79,"Orocovis","Puerto Rico",720,2345
55000,"2","1",0.09,"Toa Baja","Puerto Rico",949,1035
29900,"6","2",0.03,"Manati","Puerto Rico",674,1200
70000,"3","2",0.09,"Manati","Puerto Rico",674,2417
103000,"7","4",0.69,"Toa Alta","Puerto Rico",972,2106
254900,"4","2",0.11,"Vega Alta","Puerto Rico",692,2500
110000,"3","2",0.09,"Manati","Puerto Rico",674,951
165000,"5","3",0.07,"Manati","Puerto Rico",674,1700
100000,"2","1",0.13,"Vega Alta","Puerto Rico",692,1694
170000,"5","3",0.21,"Vega Alta","Puerto Rico",692,3080
19900,"3","1",0.04,"Manati","Puerto Rico",674,595
49300,"3","2",0.07,"Vega Alta","Puerto Rico",692,800
75500,"3","1",0.16,"Corozal","Puerto Rico",783,832
80000,"3","2",0.26,"Toa Alta","Puerto Rico",953,1000
175000,"3","2",0.1,"Arecibo","Puerto Rico",613,1211
32000,"3","1",0.08,"Vega Baja","Puerto Rico",693,770
145000,"3","3",0.36,"Barranquitas","Puerto Rico",794,1015
70000,"3","1",0.15,"Toa Alta","Puerto Rico",953,2092
169000,"4","2",0.15,"Toa Baja","Puerto Rico",949,1970
300000,"4","3",0.15,"Manati","Puerto Rico",674,568
115000,"6","2",0.39,"Coamo","Puerto Rico",725,2329
73700,"3","1",0.49,"Vega Alta","Puerto Rico",692,945
59000,"2","1",0.19,"Vega Baja","Puerto Rico",692,959
82000,"4","3",0.25,"Toa Alta","Puerto Rico",953,1490
96000,"6","3",0.08,"Vega Baja","Puerto Rico",693,1928
135000,"5","2",0.09,"Morovis","Puerto Rico",687,1414
57000,"3","1",0.08,"Coamo","Puerto Rico",769,1009
30000,"2","1",0.02,"Manati","Puerto Rico",674,896
167000,"3","2",1.15,"Coamo","Puerto Rico",765,1326
43700,"7","2",0.03,"Toa Baja","Puerto Rico",949,1130
58000,"2","1",0.03,"Manati","Puerto Rico",674,784
73300,"3","2",0.1,"Fajardo","Puerto Rico",738,1150
75000,"6","3",0.08,"Vega Baja","Puerto Rico",693,1900
70500,"3","1",0.18,"Toa Alta","Puerto Rico",953,750
115000,"3","1",0.07,"Florida","Puerto Rico",650,800
94000,"3","2",0.15,"Comerio","Puerto Rico",782,996
125400,"3","2",0.21,"Manati","Puerto Rico",674,954
305000,"4","2",0.13,"Vega Alta","Puerto Rico",692,1784
98000,"3","2",0.11,"Vega Baja","Puerto Rico",693,900
99000,"3","2",0.07,"Toa Alta","Puerto Rico",953,1093
600000,"5","4",0.26,"Vega Alta","Puerto Rico",692,2817
120000,"4","2",0.15,"Toa Baja","Puerto Rico",951,1600
67500,"2","2",0.38,"Vega Alta","Puerto Rico",692,1000
52000,"2","2",0.57,"Corozal","Puerto Rico",783,800
88000,"3","2",0.42,"Vega Alta","Puerto Rico",692,1000
94000,"3","2",0.09,"Morovis","Puerto Rico",687,1512
145000,"4","2",0.08,"Toa Baja","Puerto Rico",949,1800
205000,"4","3",0.12,"Vega Baja","Puerto Rico",693,1335
240000,"4","2",0.11,"Toa Baja","Puerto Rico",953,1889
71000,"3","1",0.17,"Vega Baja","Puerto Rico",693,824
189000,"6","3",0.18,"Vega Baja","Puerto Rico",693,2371
62000,"3","2",0.13,"Naranjito","Puerto Rico",719,981
65000,"3","1",0.07,"Corozal","Puerto Rico",783,742
125000,"3","1",0.13,"Corozal","Puerto Rico",783,1103
70000,"2","1",0.23,"Naranjito","Puerto Rico",719,620
125000,"4","2",0.44,"Toa Alta","Puerto Rico",953,1328
268000,"3","1",1.12,"Vega Alta","Puerto Rico",694,850
270000,"3","2",0.11,"Vega Alta","Puerto Rico",692,1626
135000,"6","3",0.07,"Hatillo","Puerto Rico",659,1819
80000,"3","1",0.07,"Santa Isabel","Puerto Rico",757,704
105000,"3","3",0.02,"Santa Isabel","Puerto Rico",757,1372
67000,"3","1",0.08,"Santa Isabel","Puerto Rico",757,683
75000,"3","1",0.18,"Santa Isabel","Puerto Rico",757,1020
59000,"3","2",0.18,"Santa Isabel","Puerto Rico",757,1166
210000,"4","2",0.12,"Aguadilla","Puerto Rico",605,1800
113000,"3","2",0.13,"Aguadilla","Puerto Rico",605,1123
65000,"3","1",0.08,"Isabela","Puerto Rico",662,939
399000,"2","2",0.26,"Rincon","Puerto Rico",677,1352
545000,"3","3",0.88,"Rincon","Puerto Rico",677,1729
68000,"3","1",0.08,"Isabela","Puerto Rico",662,840
119500,"3","2",0.24,"Guanica","Puerto Rico",653,1462
100000,"3","1",0.07,"Hormigueros","Puerto Rico",660,842
60000,"2","1",0.07,"Isabela","Puerto Rico",662,700
220000,"5","4",0.1,"Isabela","Puerto Rico",662,2500
599900,"2","2",0.82,"Isabela","Puerto Rico",662,1671
975000,"6","4",1.5,"Isabela","Puerto Rico",662,3739
450000,"4","3",0.31,"Manati","Puerto Rico",674,2200
295000,"2","2",0.02,"Rincon","Puerto Rico",677,1183
295000,"2","2",0.02,"Rincon","Puerto Rico",677,1183
540000,"5","4",0.25,"Rincon","Puerto Rico",677,2500
199900,"4","3",0.12,"Mayaguez","Puerto Rico",680,2143
143000,"6","4",0.1,"Mayaguez","Puerto Rico",680,2130
165000,"3","2",0.59,"Mayaguez","Puerto Rico",680,2000
125000,"4","2",0.08,"Mayaguez","Puerto Rico",680,2214
165000,"4","1",0.13,"Mayaguez","Puerto Rico",680,1400
149995,"6","2",1.46,"Aibonito","Puerto Rico",705,2026
74900,"5","3",0.03,"Aibonito","Puerto Rico",705,2400
70000,"6","4",0.23,"Aibonito","Puerto Rico",705,2187
120000,"3","2",0.22,"Aibonito","Puerto Rico",705,800
85000,"3","2",0.09,"Aibonito","Puerto Rico",705,900
70000,"3","1",0.11,"Barranquitas","Puerto Rico",794,879
90000,"4","2",0.12,"Mayaguez","Puerto Rico",682,1300
92000,"3","2",1.21,"San Sebastian","Puerto Rico",685,1100
60000,"5","2",0.25,"Morovis","Puerto Rico",687,1620
115000,"3","2",0.15,"Arecibo","Puerto Rico",688,1108
135000,"3","2",0.44,"Sabana Hoyos","Puerto Rico",688,1200
125000,"3","2",0.07,"Vega Alta","Puerto Rico",692,1150
270000,"3","3",0.11,"Vega Alta","Puerto Rico",692,1626
475000,"3","2",0.03,"Vega Alta","Puerto Rico",692,1564
154150,"3","2",0.09,"Catano","Puerto Rico",692,1007
1300000,"3","3",0.49,"Vega Alta","Puerto Rico",692,3600
185000,"4","2",0.09,"Catano","Puerto Rico",692,1639
