"price","bed","bath","acre_lot","city","state","zip_code","house_size"
849900,"3","2",0.3,"Neptune Township","New Jersey",7753,1815
269000,"1","1",0.01,"Highlands","New Jersey",7732,780
329900,"2","2",0.03,"Middletown","New Jersey",7748,1508
469000,"4","2",0.25,"Neptune Township","New Jersey",7753,1857
399900,"3","2",0.23,"Point Pleasant","New Jersey",8742,1760
269000,"2","2",0.04,"Freehold","New Jersey",7728,1442
435000,"3","2",0.17,"Brick","New Jersey",8724,1250
649000,"3","3",0.36,"Marlboro","New Jersey",7746,2077
649990,"4","2",0.5,"Freehold","New Jersey",7728,2600
585000,"4","2",0.14,"Highlands","New Jersey",7732,1918
369900,"3","1",0.1,"Neptune Township","New Jersey",7753,952
750000,"4","3",0.22,"Point Pleasant","New Jersey",8742,2072
875000,"4","3",1.5,"Howell","New Jersey",7727,4000
679900,"2","2",0.07,"Highlands","New Jersey",7732,1444
569000,"2","3",0.04,"Highlands","New Jersey",7732,1728
1300000,"2","2",0.16,"Brick","New Jersey",8724,1477
405000,"4","2",0.6,"Howell","New Jersey",7731,2142
959000,"5","4",0.38,"Lakewood","New Jersey",8701,3753
849900,"4","3",0.25,"Oakhurst","New Jersey",7755,2800
849900,"4","3",0.25,"Oakhurst","New Jersey",7755,2800
939900,"5","4",0.92,"Freehold","New Jersey",7728,3650
325000,"4","2",0.15,"Brick","New Jersey",8723,1906
385000,"2","2",0.28,"Lakewood","New Jersey",8701,1789
359000,"2","1",0.17,"Point Pleasant","New Jersey",8742,1056
385000,"3","2",0.25,"Howell","New Jersey",7731,1536
209900,"1","1",0.11,"Brick","New Jersey",8723,504
175000,"2","2",0.03,"Toms River","New Jersey",8755,1216
487500,"2","2",0.21,"Lakewood","New Jersey",8701,1726
655000,"3","3",0.11,"Asbury Park","New Jersey",7712,2266
675000,"3","3",0.11,"Asbury Park","New Jersey",7712,2266
275000,"2","1",0.04,"Freehold","New Jersey",7728,1088
869000,"5","4",0.31,"Lakewood","New Jersey",8701,3900
199500,"2","2",0.01,"Lakewood","New Jersey",8701,1165
675000,"4","3",0.35,"Jackson","New Jersey",8527,2400
405000,"2","3",1.81,"Neptune City","New Jersey",7753,1389
395000,"4","3",0.51,"Brick","New Jersey",8723,2100
395000,"3","1",0.17,"Brick","New Jersey",8724,1645
280000,"2","2",0.28,"Manchester","New Jersey",8759,1812
378423,"2","2",0.14,"Manchester","New Jersey",8759,2094
189900,"2","2",0.03,"Lakewood","New Jersey",8701,1246
269900,"3","1",0.23,"Howell","New Jersey",7731,848
360000,"2","2",0.13,"Manchester","New Jersey",8759,1426
250000,"2","2",0.03,"Toms River","New Jersey",8755,1216
549900,"4","3",0.23,"Howell","New Jersey",7731,2100
335000,"3","2",0.03,"Lakewood","New Jersey",8701,1191
575000,"4","4",0.2,"Brick","New Jersey",8723,1560
230000,"2","2",0.04,"Lakewood","New Jersey",8701,1618
399900,"2","2",0.17,"Manchester","New Jersey",8759,1552
1150000,"3","3",0.5,"Brielle","New Jersey",8730,4500
132000,"2","1",0.02,"Lakewood","New Jersey",8701,858
715000,"5","4",1.38,"Howell","New Jersey",7731,3242
579900,"4","4",0.18,"Howell","New Jersey",7731,1976
889000,"5","4",0.34,"Toms River","New Jersey",8755,2900
189900,"1","1",0.01,"Jackson","New Jersey",8527,943
419900,"3","2",0.17,"Brick","New Jersey",8724,1800
529995,"3","3",0.11,"Lakewood","New Jersey",8701,2408
120000,"1","1",0.14,"Manchester Township","New Jersey",8759,748
625000,"4","4",0.24,"Brick","New Jersey",8724,2328
950000,"4","4",0.73,"Lincroft","New Jersey",7738,3281
775000,"6","4",0.14,"Asbury Park","New Jersey",7712,2400
749000,"6","4",0.09,"Belmar","New Jersey",7719,2224
354900,"2","2",0.12,"Jackson","New Jersey",8527,1457
185000,"2","2",0.15,"Manchester","New Jersey",8759,1391
539900,"2","2",0.17,"Lakewood","New Jersey",8701,2320
210000,"2","2",0.01,"Toms River","New Jersey",8755,1210
399900,"2","2",0.19,"Jackson","New Jersey",8527,1787
180000,"2","1",0.03,"Lakewood","New Jersey",8701,982
449000,"3","3",0.22,"Howell","New Jersey",7731,1500
509900,"4","4",0.29,"Howell","New Jersey",7731,2084
799000,"4","4",0.38,"Ocean Township","New Jersey",7712,2390
989000,"4","3",0.28,"Long Branch","New Jersey",7740,2158
250000,"2","2",0.2,"Brick","New Jersey",8723,1300
225000,"4","3",0.24,"Brick","New Jersey",8724,1874
495000,"3","3",0.02,"Tinton Falls","New Jersey",7712,2226
99000,"1","1",0.02,"Lakewood","New Jersey",8701,663
799999,"5","3",0.64,"Freehold","New Jersey",7728,3160
699000,"4","2",0.14,"Point Pleasant Beach","New Jersey",8742,1512
449900,"4","2",0.27,"Jackson","New Jersey",8527,1614
600000,"5","3",2.3,"Howell","New Jersey",7731,2700
569000,"3","3",0.11,"Lakewood","New Jersey",8701,2535
95000,"1","1",0.02,"Lakewood","New Jersey",8701,663
339000,"2","2",0.16,"Toms River","New Jersey",8755,1883
299000,"2","2",0.15,"Manchester Township","New Jersey",8759,1551
429900,"2","2",0.15,"Manchester","New Jersey",8759,1664
315000,"2","1",0.17,"Howell","New Jersey",7731,714
320000,"2","2",0.23,"Manchester","New Jersey",8759,1896
372000,"3","2",0.23,"Brick","New Jersey",8723,1712
459000,"4","2",0.25,"Brick","New Jersey",8724,2154
649999,"5","3",0.23,"Brick","New Jersey",8723,3565
699900,"4","3",1.02,"Jackson","New Jersey",8527,2356
600000,"5","3",0.01,"Lakewood","New Jersey",8701,2633
799900,"4","3",0.28,"Toms River","New Jersey",8755,2800
660000,"4","3",1.02,"Jackson","New Jersey",8527,1972
299000,"2","2",0.16,"Manchester","New Jersey",8759,1359
310000,"2","2",0.13,"Jackson","New Jersey",8527,1504
299900,"2","1",0.07,"Brick","New Jersey",8723,842
139900,"2","2",0.14,"Manchester","New Jersey",8759,1050
499000,"3","2",0.3,"Lakewood","New Jersey",8701,1680
899000,"5","3",1,"Jackson","New Jersey",8527,3306
120000,"2","1",0.01,"Lakewood","New Jersey",8701,841
134900,"2","1",0.02,"Lakewood","New Jersey",8701,858
299900,"2","2",0.13,"Manchester","New Jersey",8759,1714
329000,"2","2",0.11,"Brick","New Jersey",8724,1378
429895,"3","2",0.37,"Brick","New Jersey",8723,1974
499900,"5","4",0.25,"Brick","New Jersey",8724,2099
749900,"4","3",0.23,"Brick","New Jersey",8724,2600
399999,"3","3",0.17,"Brick","New Jersey",8724,2148
389000,"2","2",0.15,"Manchester","New Jersey",8759,1445
425000,"3","2",0.11,"Lakewood","New Jersey",8701,1964
529900,"3","2",0.11,"Brick","New Jersey",8723,1300
619000,"4","3",0.18,"Howell","New Jersey",7731,2100
325000,"2","2",0.13,"Manchester","New Jersey",8759,1714
285000,"2","2",0.1,"Jackson","New Jersey",8527,1254
350000,"2","2",0.15,"Toms River","New Jersey",8755,1689
264500,"2","2",0.12,"Brick","New Jersey",8724,1024
375000,"3","2",0.53,"Howell","New Jersey",7731,1200
439000,"4","2",0.31,"Jackson","New Jersey",8527,1771
699900,"6","4",0.48,"Manchester","New Jersey",8759,3197
325000,"2","2",0.13,"Toms River","New Jersey",8755,1444
325000,"3","3",0.06,"Freehold","New Jersey",7728,1617
359900,"3","1",0.23,"Brick","New Jersey",8724,1140
174900,"2","2",0.15,"Manchester","New Jersey",8759,1391
474900,"4","2",0.24,"Brick","New Jersey",8723,2310
275000,"2","1",0.03,"Freehold","New Jersey",7728,1188
850000,"4","3",0.52,"Jackson","New Jersey",8527,2459
550000,"4","3",0.34,"Jackson","New Jersey",8527,1974
589000,"4","4",0.19,"Howell","New Jersey",7731,2161
191888,"2","2",0.03,"Lakewood","New Jersey",8701,1036
245000,"3","2",0.02,"Jackson","New Jersey",8527,1326
349000,"3","1",0.25,"Brick","New Jersey",8724,1312
349895,"3","1",0.14,"Howell","New Jersey",7731,1008
470000,"2","2",0.11,"Lakewood","New Jersey",8701,1728
480000,"3","3",0.22,"Howell","New Jersey",7731,1552
200000,"2","1",0.15,"Toms River","New Jersey",8753,1000
459000,"3","3",1.81,"Howell","New Jersey",7731,1705
310000,"2","2",0.31,"Manchester","New Jersey",8759,1714
389999,"3","3",0.13,"Toms River","New Jersey",8755,2364
195900,"2","2",0.22,"Lakewood","New Jersey",8701,1246
425000,"2","2",0.14,"Toms River","New Jersey",8755,2004
339900,"4","3",0.17,"Brick","New Jersey",8723,1424
749900,"4","3",0.52,"Howell","New Jersey",7731,3052
699000,"3","3",0.3,"Lakewood","New Jersey",8701,1862
250000,"2","2",0.13,"Manchester Township","New Jersey",8759,1267
299000,"2","2",0.18,"Toms River","New Jersey",8755,1727
229000,"2","2",0.01,"Freehold","New Jersey",7728,1197
398900,"2","2",0.14,"Toms River","New Jersey",8755,1846
240000,"2","2",0.12,"Brick","New Jersey",8724,1134
389000,"2","2",0.13,"Manchester","New Jersey",8759,1861
279900,"2","2",0.12,"Brick","New Jersey",8723,1222
300000,"2","2",0.15,"Toms River","New Jersey",8755,1340
340000,"2","2",0.16,"Toms River","New Jersey",8755,1730
875000,"4","3",1.38,"Howell","New Jersey",7731,3592
340000,"2","2",0.15,"Toms River","New Jersey",8755,1444
449900,"2","2",0.14,"Lakewood","New Jersey",8701,1707
485000,"3","2",0.17,"Howell","New Jersey",7731,1706
589000,"3","2",0.5,"Jackson","New Jersey",8527,1860
305900,"2","2",0.14,"Manchester Township","New Jersey",8759,1444
299000,"4","2",0.41,"Jackson","New Jersey",8527,1614
429000,"3","2",0.34,"Howell","New Jersey",7731,2126
254900,"1","1",0.11,"Brick","New Jersey",8724,932
575000,"4","3",0.18,"Howell","New Jersey",7731,2562
349920,"4","2",0.25,"Brick","New Jersey",8723,1400
660000,"4","4",0.32,"Jackson","New Jersey",8527,2152
495000,"4","2",0.6,"Jackson","New Jersey",8527,1746
350000,"2","2",0.15,"Toms River","New Jersey",8755,1554
220000,"2","2",0.03,"Lakewood","New Jersey",8701,1374
340000,"2","2",0.04,"Lakewood","New Jersey",8701,1512
375000,"2","2",0.13,"Toms River","New Jersey",8755,1846
250000,"2","2",0.13,"Brick","New Jersey",8724,1200
365000,"2","2",0.16,"Lakewood","New Jersey",8701,1512
399999,"4","3",0.37,"Brick","New Jersey",8724,2224
589900,"5","3",0.46,"Howell","New Jersey",7731,2828
518000,"3","2",0.22,"Howell","New Jersey",7731,1596
559000,"4","2",0.17,"Howell","New Jersey",7731,2014
539900,"3","3",0.17,"Brick","New Jersey",8724,2000
119500,"2","1",0.02,"Lakewood","New Jersey",8701,987
425000,"2","2",0.18,"Manchester","New Jersey",8759,1835
160000,"2","1",0.03,"Lakewood","New Jersey",8701,982
374900,"2","2",0.13,"Brick","New Jersey",8724,1282
274900,"2","2",0.12,"Brick","New Jersey",8723,1123
420000,"2","2",0.17,"Toms River","New Jersey",8755,1814
600000,"4","3",0.21,"Howell","New Jersey",7731,2148
380000,"2","2",0.12,"Manchester","New Jersey",8759,1452
385000,"2","2",0.23,"Toms River","New Jersey",8755,1826
267500,"2","2",0.02,"Jackson","New Jersey",8527,1664
370000,"3","2",0.14,"Brick","New Jersey",8723,1400
264900,"2","2",0.04,"Lakewood","New Jersey",8701,1374
825000,"4","4",1,"Toms River","New Jersey",8755,3514
599000,"4","2",1,"Jackson","New Jersey",8527,2172
165000,"2","2",0.12,"Manchester","New Jersey",8759,1050
285000,"2","2",0.18,"Manchester","New Jersey",8759,1682
129900,"2","1",0.02,"Lakewood","New Jersey",8701,858
180000,"1","1",0.01,"Jackson","New Jersey",8527,943
299999,"3","2",0.11,"Brick","New Jersey",8723,1210
379999,"3","2",0.04,"Lakewood","New Jersey",8701,1892
470000,"4","2",0.34,"Howell","New Jersey",7731,1966
584900,"4","3",1,"Jackson","New Jersey",8527,2228
525000,"4","2",0.28,"Lakewood","New Jersey",8701,2102
415000,"2","2",0.1,"Manchester","New Jersey",8759,2000
325000,"2","3",0.18,"Brick","New Jersey",8723,1650
222500,"2","1",0.01,"Jackson","New Jersey",8527,1033
349000,"2","2",0.16,"Toms River","New Jersey",8755,1817
550000,"3","3",0.36,"Brick","New Jersey",8723,2640
450000,"2","2",0.14,"Lakewood","New Jersey",8701,1891
499900,"4","3",0.19,"Howell","New Jersey",7731,1860
550000,"4","3",0.54,"Jackson","New Jersey",8527,2300
725000,"6","4",0.6,"Jackson","New Jersey",8527,2872
600000,"3","3",0.16,"Howell","New Jersey",7731,2108
1050000,"4","3",1.05,"Toms River","New Jersey",8755,3358
310000,"2","2",0.13,"Jackson","New Jersey",8527,1589
125000,"2","1",0.02,"Lakewood","New Jersey",8701,858
425000,"2","2",0.16,"Lakewood","New Jersey",8701,1638
469900,"2","2",0.09,"Lakewood","New Jersey",8701,2042
519900,"2","2",0.2,"Jackson","New Jersey",8527,2215
319000,"2","2",0.05,"Lakewood","New Jersey",8701,1512
399900,"3","3",0.18,"Howell","New Jersey",7731,2002
225000,"2","1",0.01,"Jackson","New Jersey",8527,1219
460000,"4","2",0.26,"Manchester","New Jersey",8759,1774
479900,"3","3",0.24,"Brick","New Jersey",8723,1388
550000,"4","2",0.33,"Brick","New Jersey",8724,2400
363900,"2","2",0.1,"Lakewood","New Jersey",8701,1611
439000,"2","2",0.18,"Manchester Township","New Jersey",8759,1805
330000,"2","2",0.15,"Toms River","New Jersey",8755,1602
369900,"2","2",0.13,"Toms River","New Jersey",8755,1727
250000,"2","2",0.02,"Jackson","New Jersey",8527,1550
349900,"2","2",0.19,"Brick","New Jersey",8724,1815
275000,"2","2",0.21,"Manchester","New Jersey",8759,1267
475000,"2","2",0.14,"Jackson","New Jersey",8527,2075
379900,"2","2",0.18,"Brick","New Jersey",8724,1282
589000,"3","3",0.24,"Jackson","New Jersey",8527,1592
300000,"2","2",0.11,"Jackson","New Jersey",8527,1550
404000,"2","2",0.13,"Toms River","New Jersey",8755,1727
269900,"2","2",0.18,"Brick","New Jersey",8724,1370
252900,"2","1",0.01,"Jackson","New Jersey",8527,1033
650000,"4","3",0.3,"Toms River","New Jersey",8755,2466
429000,"3","2",0.14,"Lakewood","New Jersey",8701,1863
550000,"3","3",0.1,"Lakewood","New Jersey",8701,2196
595000,"3","3",0.17,"Brick","New Jersey",8723,2352
315000,"2","1",0.26,"Brick","New Jersey",8724,1140
384900,"2","2",0.17,"Lakewood","New Jersey",8701,1755
119900,"1","1",0.02,"Jackson","New Jersey",8527,928
749900,"3","3",0.18,"Lakewood","New Jersey",8701,2971
305000,"3","1",0.23,"Manchester","New Jersey",8759,1144
419900,"2","2",0.08,"Lakewood","New Jersey",8701,1619
584999,"4","2",0.17,"Brick","New Jersey",8724,1759
675000,"3","3",0.16,"Lakewood","New Jersey",8701,2471
84900,"1","1",0.06,"Manchester","New Jersey",8759,738
274900,"2","2",0.12,"Brick","New Jersey",8723,1109
230000,"2","2",0.02,"Howell","New Jersey",7731,964
135000,"2","1",0.09,"Manchester Township","New Jersey",8759,858
338000,"2","2",0.14,"Toms River","New Jersey",8755,1536
360000,"2","2",0.17,"Manchester","New Jersey",8759,1426
279900,"2","2",0.13,"Manchester","New Jersey",8759,1267
399900,"2","2",0.11,"Lakewood","New Jersey",8701,1685
289900,"2","2",0.13,"Manchester","New Jersey",8759,1714
365000,"2","2",0.15,"Toms River","New Jersey",8755,1737
400000,"2","2",0.14,"Manchester","New Jersey",8759,1600
689000,"5","4",0.23,"Brick","New Jersey",8723,3852
549900,"3","3",0.37,"Brick","New Jersey",8724,2246
699000,"4","3",0.39,"Howell","New Jersey",7731,2404
424900,"2","2",0.11,"Lakewood","New Jersey",8701,1500
1490000,"5","3",0.17,"Point Pleasant","New Jersey",8742,2768
800000,"3","2",0.26,"West Long Branch","New Jersey",7764,1762
335500,"2","2",0.12,"Toms River","New Jersey",8753,1820
265000,"2","2",0.01,"Freehold","New Jersey",7728,1197
499900,"2","2",0.14,"Jackson","New Jersey",8527,1971
239900,"2","2",0.15,"Brick","New Jersey",8724,1134
549900,"2","3",0.17,"Lakewood","New Jersey",8701,2350
159900,"2","1",0.03,"Lakewood","New Jersey",8701,1036
170000,"2","1",0.03,"Lakewood","New Jersey",8701,982
765000,"3","2",0.28,"Farmingdale","New Jersey",7727,2140
719900,"4","3",0.24,"Toms River","New Jersey",8755,2800
800000,"4","3",0.13,"Brick","New Jersey",8724,1820
1500000,"4","4",0.04,"Long Branch","New Jersey",7740,2400
137000,"1","1",0.01,"Lakewood","New Jersey",8701,900
200000,"2","2",0.04,"Lakewood","New Jersey",8701,1618
100000,"1","1",0.01,"Lakewood","New Jersey",8701,663
549900,"3","3",0.13,"Lakewood","New Jersey",8701,2324
150000,"2","1",0.02,"Lakewood","New Jersey",8701,1071
140000,"2","1",0.02,"Lakewood","New Jersey",8701,858
819000,"4","3",0.42,"Toms River","New Jersey",8755,2220
599900,"3","2",0.17,"Lakewood","New Jersey",8701,2061
100000,"1","1",0.01,"Lakewood","New Jersey",8701,663
459000,"2","2",0.14,"Jackson","New Jersey",8527,2172
539000,"5","3",0.18,"Howell","New Jersey",7731,2626
290000,"3","2",0.03,"Howell","New Jersey",7731,1200
385000,"2","2",0.2,"Toms River","New Jersey",8755,1682
699000,"3","3",0.16,"Lakewood","New Jersey",8701,3000
634900,"5","4",0.23,"Brick","New Jersey",8724,2668
340000,"2","2",0.21,"Toms River","New Jersey",8755,1730
399900,"4","2",0.51,"Jackson","New Jersey",8527,1736
380000,"2","2",0.21,"Toms River","New Jersey",8755,1689
369000,"2","3",0.06,"Howell","New Jersey",7731,1528
475000,"4","2",0.34,"Jackson","New Jersey",8527,1800
138000,"1","1",0.03,"Lakewood","New Jersey",8701,808
679000,"3","4",0.31,"Toms River","New Jersey",8755,1974
595000,"4","2",0.38,"Jackson","New Jersey",8527,1800
535000,"3","1",0.36,"Jackson","New Jersey",8527,1450
460000,"4","3",0.11,"Brick","New Jersey",8723,2402
385500,"3","3",0.03,"Toms River","New Jersey",8755,1950
639000,"3","3",0.14,"Lakewood","New Jersey",8701,2971
450000,"4","3",0.22,"Brick","New Jersey",8723,2058
529999,"3","3",0.18,"Howell","New Jersey",7731,1685
249900,"2","2",0.13,"Manchester","New Jersey",8759,1238
99000,"2","1",0.02,"Lakewood","New Jersey",8701,928
689000,"3","2",0.11,"Brick","New Jersey",8724,1579
310000,"2","2",0.13,"Manchester","New Jersey",8759,1300
288000,"3","3",0.02,"Lakewood","New Jersey",8701,1236
160000,"2","1",0.02,"Lakewood","New Jersey",8701,928
289000,"2","2",0.04,"Lakewood","New Jersey",8701,1892
829000,"4","3",0.26,"Brick","New Jersey",8723,2300
949000,"5","4",0.58,"Jackson","New Jersey",8527,3204
599000,"4","2",0.45,"Lakewood","New Jersey",8701,2276
549000,"4","3",0.4,"Howell","New Jersey",7731,2105
875000,"4","3",0.16,"Lakewood","New Jersey",8701,3512
325000,"4","1",0.23,"Brick","New Jersey",8723,1398
249900,"3","3",0.01,"Jackson","New Jersey",8527,1750
725000,"4","3",0.44,"Brick","New Jersey",8723,2121
875000,"3","3",1.04,"Jackson","New Jersey",8527,2378
735000,"4","3",0.83,"Jackson","New Jersey",8527,2592
127500,"2","1",0.02,"Lakewood","New Jersey",8701,858
290000,"3","2",0.03,"Howell","New Jersey",7731,1200
359900,"2","2",0.19,"Toms River","New Jersey",8755,1730
279900,"2","2",0.04,"Lakewood","New Jersey",8701,1432
229900,"1","2",0.14,"Brick","New Jersey",8724,888
175000,"2","2",0.03,"Lakewood","New Jersey",8701,1000
295000,"2","2",0.11,"Brick","New Jersey",8724,1134
454900,"2","2",0.12,"Lakewood","New Jersey",8701,1682
569000,"3","3",0.13,"Manchester","New Jersey",8759,2434
579000,"2","2",0.14,"Jackson","New Jersey",8527,2674
550000,"4","3",0.45,"Howell","New Jersey",7731,1974
799999,"5","3",2.25,"Howell","New Jersey",7731,2186
559000,"3","3",0.11,"Lakewood","New Jersey",8701,2100
415000,"2","2",0.13,"Manchester","New Jersey",8759,1861
339000,"2","2",0.15,"Toms River","New Jersey",8755,1846
570000,"4","2",0.13,"Asbury Park","New Jersey",7712,1688
299000,"4","2",0.92,"Jackson","New Jersey",8527,1161
949000,"3","3",0.07,"Brooklyn","New York",11234,1388
559999,"2","2",0.06,"Brooklyn","New York",11224,1344
419000,"5","2",0.09,"Long Branch","New Jersey",7740,1944
1125000,"5","4",0.04,"Brooklyn","New York",11214,2040
745000,"3","3",0.02,"Brooklyn","New York",11223,952
995000,"5","4",1.5,"Morganville","New Jersey",7751,3789
995000,"5","4",1.74,"Morganville","New Jersey",7751,3789
599000,"3","1",0.07,"Brooklyn","New York",11234,1188
1249000,"4","3",0.13,"Brooklyn","New York",11234,2584
1180000,"5","4",0.06,"Brooklyn","New York",11223,874
1398000,"4","3",0.23,"Brooklyn","New York",11234,2496
1125000,"6","3",0.08,"Brooklyn","New York",11235,2000
999999,"4","3",0.11,"Brooklyn","New York",11234,1998
709000,"3","2",0.06,"Brooklyn","New York",11234,1311
239000,"2","2",0.03,"Brooklyn","New York",11234,1200
1450000,"4","2",0.04,"Brooklyn","New York",11214,1920
1079000,"4","4",0.11,"Brooklyn","New York",11234,2272
799000,"3","1",0.09,"Brooklyn","New York",11234,1450
959000,"3","4",0.03,"Brooklyn","New York",11235,2400
999000,"2","2",0.07,"Brooklyn","New York",11235,960
750000,"5","3",0.04,"Brooklyn","New York",11235,1572
699000,"4","2",0.09,"Brooklyn","New York",11223,1504
749000,"4","3",0.04,"Brooklyn","New York",11229,1059
499000,"2","2",0.03,"Brooklyn","New York",11235,990
1319000,"3","2",0.06,"Brooklyn","New York",11235,1976
499000,"6","3",0.48,"Jackson","New Jersey",8527,3500
599000,"4","1",0.04,"Brooklyn","New York",11229,1400
689000,"3","3",0.12,"Holmdel","New Jersey",7733,2672
359900,"3","2",0.14,"Keansburg","New Jersey",7734,1167
750000,"4","3",0.23,"Brick","New Jersey",8723,2741
600000,"4","3",0.17,"Neptune City","New Jersey",7753,2600
1100000,"4","3",0.17,"Point Pleasant","New Jersey",8742,2100
1150000,"5","3",0.07,"Brooklyn","New York",11229,2260
399000,"4","2",0.19,"Hazlet","New Jersey",7730,2000
425000,"3","3",0.46,"Howell","New Jersey",7731,2000
279000,"1","1",0.02,"Brooklyn","New York",11223,850
599990,"2","1",0.03,"Brooklyn","New York",11229,868
877000,"4","3",0.05,"Brooklyn","New York",11235,1620
899000,"4","3",0.14,"Port Monmouth","New Jersey",7758,3000
656000,"4","3",0.45,"Howell","New Jersey",7731,2515
732500,"4","3",0.36,"Howell","New Jersey",7731,2681
681500,"4","3",0.35,"Howell","New Jersey",7731,2515
779000,"3","2",0.02,"Brooklyn","New York",11229,1088
359000,"2","2",0.04,"Brooklyn","New York",11229,960
519900,"2","2",0.2,"Jackson","New Jersey",8527,2184
450000,"4","2",0.07,"Brooklyn","New York",11224,1808
499000,"3","2",0.06,"Broad Channel","New York",11693,2594
899000,"5","4",0.48,"Morganville","New Jersey",7751,4086
799000,"7","4",0.07,"Brooklyn","New York",11224,2640
1325000,"4","4",0.09,"Brooklyn","New York",11234,2226
1280000,"5","3",0.05,"Brooklyn","New York",11235,1554
430000,"3","2",0.19,"North Middletown","New Jersey",7748,1421
679000,"4","2",0.04,"Brooklyn","New York",11229,2325
599000,"3","3",0.04,"Brooklyn","New York",11234,1296
649000,"4","2",0.06,"Brooklyn","New York",11235,928
879000,"3","3",0.05,"Brooklyn","New York",11235,1680
1049000,"3","3",0.06,"Brooklyn","New York",11234,2448
1600000,"4","3",0.1,"Brooklyn","New York",11234,2456
995000,"4","3",1.41,"Manalapan","New Jersey",7726,2668
499000,"2","1",0.02,"Brooklyn","New York",11235,648
668000,"4","2",0.08,"Brooklyn","New York",11224,1520
539000,"4","3",0.14,"Brick","New Jersey",8723,2291
875000,"3","2",0.06,"Belle Harbor","New York",11694,1280
849000,"3","4",0.04,"Brooklyn","New York",11234,2028
669900,"2","2",0.07,"Brooklyn","New York",11235,1000
1599000,"4","3",0.09,"Brooklyn","New York",11235,2500
749000,"3","3",0.04,"Brooklyn","New York",11234,1584
799000,"3","2",0.06,"Brooklyn","New York",11234,1998
1599000,"4","3",0.11,"Brooklyn","New York",11234,2856
1590000,"4","3",0.04,"Brooklyn","New York",11214,2436
888000,"3","1",0.05,"Brooklyn","New York",11223,2000
498000,"4","2",0.04,"Brooklyn","New York",11235,900
1565000,"5","4",0.09,"Rumson","New Jersey",7760,2134
700000,"4","3",0.25,"Keansburg","New Jersey",7734,2577
788888,"3","2",0.04,"Brooklyn","New York",11229,1375
749000,"5","4",0.06,"Far Rockaway","New York",11693,2700
449900,"5","3",0.16,"Hazlet","New Jersey",7730,1976
299900,"3","2",0.25,"Keansburg","New Jersey",7734,1664
299999,"2","1",0.04,"Brooklyn","New York",11229,516
599999,"3","1",0.04,"Brooklyn","New York",11229,1500
779000,"5","4",0.5,"Marlboro","New Jersey",7746,3006
420000,"2","2",0.04,"Morganville","New Jersey",7751,1832
1299000,"3","3",0.07,"Brooklyn","New York",11234,3486
599000,"2","3",0.83,"Long Branch","New Jersey",7740,1788
885000,"3","3",0.04,"Brooklyn","New York",11229,1958
798000,"4","3",1.03,"Holmdel","New Jersey",7733,3471
729900,"4","3",0.33,"Aberdeen","New Jersey",7747,2738
1199000,"6","3",0.06,"New York City","New York",11223,2012
949000,"4","3",0.05,"Brooklyn","New York",11234,1920
849900,"4","3",0.34,"Jackson","New Jersey",8527,2534
750000,"3","1",0.06,"Brooklyn","New York",11234,1242
399900,"2","1",0.04,"Brooklyn","New York",11229,522
789000,"3","2",0.04,"Brooklyn","New York",11229,1890
409900,"4","2",0.17,"Keansburg","New Jersey",7734,2214
419900,"2","2",0.14,"Jackson","New Jersey",8527,1917
524900,"2","2",0.04,"Brooklyn","New York",11224,1120
410000,"5","3",0.17,"Freehold","New Jersey",7728,2554
425000,"3","2",0.14,"Freehold","New Jersey",7728,1486
1400000,"6","4",0.69,"Brooklyn","New York",11224,3400
1050000,"4","3",0.07,"Brooklyn","New York",11223,2208
535000,"4","3",0.34,"Aberdeen","New Jersey",7747,2022
739000,"3","3",0.04,"Brooklyn","New York",11234,1064
1199000,"4","3",0.05,"Brooklyn","New York",11229,1568
789000,"3","2",0.04,"Brooklyn","New York",11229,1160
249000,"2","2",0.03,"Keansburg","New Jersey",7734,1244
1074995,"3","3",0.16,"Freehold","New Jersey",7728,2530
889000,"3","2",0.05,"Brooklyn","New York",11234,1152
899000,"5","2",0.06,"Rockaway Park","New York",11694,2000
599000,"2","1",0.04,"Brooklyn","New York",11235,788
394900,"5","2",0.1,"Keansburg","New Jersey",7734,2008
699000,"4","3",0.32,"Oceanport","New Jersey",7757,2057
1380000,"7","3",0.06,"Brooklyn","New York",11229,3465
625000,"4","3",0.63,"Freehold","New Jersey",7728,2104
1300000,"4","2",0.06,"Brooklyn","New York",11235,2212
819000,"5","4",0.46,"Middletown","New Jersey",7748,3318
1048000,"3","3",0.05,"Brooklyn","New York",11229,1376
199000,"4","1",0.06,"Keansburg","New Jersey",7734,1375
1268000,"4","3",0.09,"Brooklyn","New York",11235,1800
569000,"3","2",0.04,"Brooklyn","New York",11229,790
669000,"3","3",0.04,"Brooklyn","New York",11229,2305
899999,"5","3",1.84,"Manalapan","New Jersey",7726,3998
175000,"2","1",0.06,"Keansburg","New Jersey",7734,680
175000,"3","1",0.04,"Keansburg","New Jersey",7734,900
819000,"3","3",0.05,"Brooklyn","New York",11234,1325
950000,"3","3",0.05,"Brooklyn","New York",11229,1836
969000,"5","3",0.07,"Brooklyn","New York",11234,2464
1450000,"4","2",0.29,"Brooklyn","New York",11234,1440
749000,"3","2",0.04,"Brooklyn","New York",11234,2028
1299999,"6","4",0.11,"Brooklyn","New York",11234,2350
260000,"3","2",0.22,"Keansburg","New Jersey",7734,3050
